Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile
20191369C0643,2,19,0,2,9,0,0,0,0,0,0,1,6,1,19,4,2402,2,11,3,1,3
20191369C0817,1,1,0,18,0,8,0,4,0,0,1,1,2,1,44,7,-1,-1,-1,10,2,10
20191369C0817,2,9,0,2,0,8,0,0,0,0,2,1,6,1,81,11,1995,2,5,4,1,4
20191369C1713,1,9,0,9,0,8,0,0,0,0,4,1,6,2,39,7,2149,2,12,-1,-1,-1
20191369C1713,2,9,0,18,0,8,0,0,0,0,1,1,6,1,31,6,1900,2,15,1,1,1
20191369C1863,1,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
20191369C1863,2,9,0,18,0,0,0,0,0,0,2,1,6,1,32,6,1299,1,14,1,1,1
20191369C2015,1,9,0,9,0,8,0,0,0,0,1,1,6,2,26,6,1248,2,8,1,1,1
20191369C2015,2,9,0,18,0,8,0,0,0,0,1,1,6,2,70,10,999,1,6,3,1,3
20191369D0707,1,9,0,18,0,0,0,0,0,0,1,1,6,1,20,4,1968,2,5,-1,-1,-1
20191369D1782,1,9,0,18,0,0,0,0,0,0,1,1,6,2,23,5,1248,1,9,3,1,3
20191369E1038,1,9,0,9,0,8,0,0,0,0,1,1,6,2,34,6,1968,2,13,4,1,4
20191369E1038,2,9,0,18,0,1,0,0,0,0,1,1,6,1,46,8,1871,2,15,1,1,1
20191369E1326,1,9,0,4,0,1,0,0,0,0,1,1,6,1,42,7,1900,2,13,1,1,1
20191369E1326,2,9,0,4,0,1,0,0,0,0,2,1,6,1,21,5,1598,1,13,3,1,3
20191369F0963,1,9,0,18,0,8,2,0,7,11,1,1,6,1,19,4,1229,1,12,1,1,1
20191369F0963,2,9,0,18,0,8,1,0,0,0,3,1,6,1,47,8,1956,2,5,8,1,8
20191369F1165,1,9,0,18,0,1,0,0,0,0,4,1,6,2,27,6,1598,2,7,1,1,1
20191369F1165,2,9,0,18,0,1,0,0,0,0,3,1,6,2,42,7,1398,1,16,4,1,4
20191369G0873,1,8,0,18,0,8,0,0,0,0,1,1,1,1,40,7,1560,2,8,2,1,2
20191369G0873,2,9,0,3,0,8,0,0,0,0,2,1,6,2,49,8,1995,2,6,10,1,10
20191369H0283,1,9,0,18,0,8,0,0,3,1,1,1,6,3,-1,-1,1598,2,6,-1,-1,-1
20191369H0283,2,9,0,9,0,8,0,0,0,0,4,1,6,2,40,7,1598,2,9,6,1,6
20191369H0874,1,9,0,18,0,8,0,0,0,0,4,1,6,1,36,7,1995,2,11,-1,-1,-1
20191369H0874,2,9,0,5,0,8,0,0,0,0,1,1,6,1,34,6,1995,2,9,-1,-1,-1
20191369H1108,1,8,0,18,0,0,0,0,0,0,1,1,1,1,45,7,1797,8,10,1,1,1
20191369H1652,1,8,0,9,0,8,0,0,0,0,1,1,1,1,25,5,1797,8,4,1,1,1
20191369H1817,1,9,0,1,0,0,0,0,0,0,2,1,6,1,-1,-1,1229,1,12,-1,-1,-1
20191369H1817,2,9,0,3,0,0,0,0,0,0,1,1,6,2,39,7,2179,2,11,8,3,8
20191369H2103,1,9,0,18,0,1,0,0,0,0,0,1,6,1,26,6,1968,2,11,1,1,1
20191369H2103,2,9,0,10,0,1,0,0,0,0,0,1,6,2,42,7,1600,2,9,-1,-1,-1
20191369I0234,1,9,0,18,0,8,0,0,0,0,1,1,6,1,27,6,2000,2,14,1,1,1
20191369I0234,2,9,0,18,0,8,0,0,0,0,1,1,6,2,58,9,1498,1,-1,5,1,5
20191369I0298,1,9,0,9,0,6,0,0,0,0,3,1,6,1,35,6,1560,2,6,3,1,3
20191369I0298,2,1,0,18,0,1,0,0,0,0,1,1,6,1,48,8,-1,-1,-1,6,2,6
20191369I0701,1,9,0,7,0,1,0,0,0,0,4,1,6,1,50,8,1998,1,5,2,1,2
20191369I1464,1,9,0,12,0,0,0,0,0,0,3,1,1,1,68,10,1968,2,14,2,1,2
20191369I1464,2,9,0,18,0,0,0,0,0,0,4,1,6,2,23,5,1598,2,9,4,3,4
20191369I1687,1,9,0,18,0,1,0,0,0,0,4,1,6,2,66,10,1339,8,12,2,1,2
20191369J0760,1,9,0,2,0,0,0,0,0,0,3,1,6,1,-1,-1,1560,2,9,-1,-1,-1
20191369J0760,2,1,0,18,0,0,5,0,0,0,1,1,6,1,43,7,-1,-1,-1,1,1,1
20191369K0314,1,9,0,9,0,6,0,0,0,0,3,1,6,1,41,7,2993,2,12,1,1,1
20191369K0314,2,1,0,18,0,8,5,0,0,0,1,1,6,1,38,7,-1,-1,-1,7,1,7
20191369K0364,1,9,0,18,0,1,0,0,0,0,2,1,2,1,32,6,-1,3,-1,8,1,8
20191369K0364,2,21,1,18,0,1,0,0,0,0,1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1
20191369K1604,1,9,0,18,0,0,5,7,0,0,1,1,6,1,32,6,998,1,17,1,1,1
20191369K1799,1,9,0,9,0,5,0,0,0,0,1,1,6,1,41,7,3824,1,13,2,1,2
20191369K1799,2,1,0,18,0,8,0,0,0,0,3,1,6,2,55,8,-1,-1,-1,1,1,1
20191369M0515,1,9,0,18,0,0,0,0,0,0,0,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
20191369M0515,2,9,0,6,0,0,0,0,0,0,0,1,6,1,49,8,1797,8,4,3,1,3
20191369M1864,1,9,0,18,0,1,0,11,0,1,1,1,6,2,23,5,1560,2,8,1,1,1
20191369M1864,2,9,0,9,0,1,0,0,0,0,2,1,6,2,22,5,1598,1,15,1,1,1
20191369N0003,1,9,0,18,0,8,0,0,1,7,1,1,6,1,39,7,2198,1,12,1,1,1
20191369N0003,2,9,0,18,0,8,0,0,0,0,3,1,1,1,62,9,1686,2,5,3,1,3
20191369O1206,1,9,0,9,0,0,0,0,1,4,1,1,6,1,34,6,1798,1,2,7,1,7
20191369O1217,1,9,0,18,0,0,0,0,0,0,3,1,6,1,-1,-1,2993,2,15,-1,-1,-1
20191369O1217,2,9,0,18,0,0,0,0,0,0,4,1,6,1,30,6,1598,2,-1,6,1,6
20191369O1218,1,9,0,18,0,8,0,0,0,0,1,1,6,1,35,6,1798,8,2,-1,-1,-1
20191369O1218,2,9,0,9,0,8,0,0,0,0,1,1,6,2,56,9,1242,1,10,-1,-1,-1
20191369O1703,1,9,0,17,0,0,5,0,0,0,4,1,6,1,21,5,1398,1,4,3,1,3
20191369P1068,1,9,0,3,0,4,0,0,0,0,1,1,6,1,-1,-1,1896,2,14,-1,-1,-1
20191369P1068,2,9,0,3,0,4,0,0,0,0,2,1,6,2,34,6,1299,1,14,1,1,1
20191369P1068,3,9,0,3,0,4,0,0,0,0,1,1,6,2,40,7,1296,1,12,1,1,1
20191369P2242,1,9,0,18,0,8,0,10,7,2,1,1,6,1,28,6,-1,-1,-1,-1,-1,-1
20191369P2242,2,9,0,5,0,6,0,0,0,0,1,1,6,1,54,8,1398,1,5,-1,-1,-1
20191369Q0672,1,1,0,13,0,3,0,0,0,0,1,1,6,1,33,6,-1,-1,-1,-1,-1,-1
20191369Q0672,2,9,0,9,0,3,0,0,0,0,3,1,6,2,30,6,1598,2,8,4,1,4
20191369Q0922,1,9,0,18,0,0,0,0,0,0,1,1,6,1,34,6,1388,1,10,1,1,1
20191369Q1079,1,9,0,18,0,8,0,0,0,0,1,1,6,2,70,10,1240,1,14,1,1,1
20191369Q1079,2,19,0,18,0,8,0,0,0,0,2,1,1,1,-1,-1,2143,2,3,-1,-1,-1
20191369R0286,1,9,0,18,0,8,0,0,0,0,1,1,6,2,31,6,998,1,1,-1,-1,-1
20191369R0286,2,9,0,18,0,8,0,0,0,0,1,1,6,1,45,7,1968,2,6,-1,-1,-1
20191369R0728,1,9,0,18,0,1,0,0,0,0,1,1,6,2,61,9,1242,1,10,4,1,4
20191369R0728,2,21,0,9,0,1,0,0,0,0,4,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1
20191369R1189,1,8,0,1,0,0,0,0,0,0,2,1,6,1,44,7,1995,2,7,1,1,1
20191369R1283,1,9,0,4,0,1,0,0,0,0,1,1,6,1,30,6,2457,1,12,3,1,3
20191369R1283,2,9,0,4,0,1,0,0,0,0,1,1,6,2,34,6,1995,2,15,1,1,1
20191369S1357,1,9,0,1,0,5,0,0,0,0,2,1,6,1,40,7,1149,1,4,5,1,5
20191369T0270,1,9,0,18,0,8,0,0,0,0,3,1,1,3,-1,-1,1999,1,13,-1,-1,-1
20191369T0270,2,9,0,18,0,8,0,0,0,0,4,1,6,1,38,7,1598,2,7,1,1,1
20191369T1501,1,9,0,18,0,0,0,0,0,0,4,1,6,1,19,4,1296,1,13,2,1,2
20191369U1459,1,5,0,18,0,1,0,0,0,0,1,1,6,1,68,10,1649,1,2,3,1,3
20191369U1459,2,9,0,10,0,6,0,0,0,0,3,1,6,1,37,7,1790,8,6,4,1,4
2019136A10513,1,9,0,18,0,0,0,0,0,0,1,1,6,1,50,8,1999,2,1,7,3,7
2019136A10513,2,17,4,18,0,0,0,0,0,0,2,1,1,1,67,10,-1,2,17,5,3,5
2019136A10759,1,9,0,17,0,0,0,0,0,0,1,1,6,2,36,7,1199,1,17,5,2,5
2019136A10759,2,9,0,16,0,0,0,0,0,0,1,1,6,1,44,7,-1,-1,-1,8,2,8
2019136A11266,1,9,0,16,0,0,1,0,0,0,1,1,2,1,18,4,1229,1,10,8,1,8
2019136A11266,2,9,0,17,0,0,1,0,0,0,1,1,6,1,29,6,999,1,4,5,1,5
2019136A11421,1,9,0,7,0,5,0,0,0,0,1,1,1,1,34,6,1896,2,15,1,1,1
2019136A11421,2,9,0,7,0,5,0,0,0,0,2,1,2,2,34,6,1598,2,5,1,1,1
2019136A21158,1,9,0,17,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019136A21158,2,9,0,18,0,0,0,0,0,0,1,1,6,1,45,7,1497,8,13,-1,-1,-1
2019136A21917,1,19,0,13,0,1,0,0,0,0,1,1,6,1,29,6,2402,2,9,-1,-1,-1
2019136A21917,2,9,0,10,0,1,0,0,0,0,3,1,6,2,36,7,1598,2,9,4,1,4
2019136A30442,1,9,0,18,0,0,5,4,0,0,1,1,6,1,81,11,1299,1,16,7,1,7
2019136A30442,2,9,0,2,0,0,0,4,0,0,1,1,6,3,-1,-1,1242,1,13,-1,-1,-1
2019136A30442,3,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,-1,1598,1,8,-1,-1,-1
2019136A31275,1,9,0,18,0,0,0,4,7,1,3,1,6,1,49,8,1598,1,14,4,1,4
2019136A31275,2,9,0,2,0,0,0,0,0,0,4,1,6,1,45,7,1364,1,1,1,1,1
2019136A41962,1,9,0,18,0,0,0,0,0,0,1,1,6,1,38,7,1396,2,4,1,1,1
2019136A61257,1,9,0,18,0,8,0,0,0,0,1,1,6,1,50,8,1753,2,9,1,1,1
2019136A61257,2,8,0,18,0,8,0,0,0,0,3,1,1,1,51,8,1998,2,8,2,1,2
2019136A71671,1,9,0,13,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019136A81222,1,9,0,18,0,0,0,0,0,0,1,1,6,2,66,10,1995,2,2,4,1,4
2019136A90259,1,1,0,18,0,1,0,0,0,0,4,1,2,1,38,7,-1,-1,-1,-1,-1,-1
2019136A90259,2,9,0,9,0,1,0,0,0,0,1,1,6,2,49,8,1998,2,10,1,1,1
2019136A90312,1,9,0,4,0,0,0,0,0,0,2,1,2,1,47,8,1497,8,10,1,1,1
2019136A90312,2,9,0,18,0,0,0,0,0,0,1,1,2,1,30,6,2720,2,11,1,1,1
2019136A90962,1,9,0,3,0,1,0,0,0,0,1,1,6,2,21,5,1368,1,2,8,1,8
2019136A90962,2,9,0,3,0,1,0,0,0,0,2,1,6,2,51,8,1598,1,7,8,1,8
2019136A90962,3,9,0,18,0,1,0,0,0,0,2,1,6,1,41,7,1598,1,8,1,1,1
2019136A91063,1,9,0,18,0,0,0,0,0,0,1,1,6,2,51,8,1422,2,4,1,1,1
2019136A91063,2,19,0,18,0,0,0,0,0,0,4,1,6,1,59,9,1753,2,15,3,1,3
2019136A91063,3,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,-1,1390,1,9,-1,-1,-1
2019136A91295,1,8,0,18,0,0,0,0,0,0,4,1,1,1,31,6,1598,1,7,1,1,1
2019136A91322,1,9,0,18,0,0,0,0,0,0,1,1,6,1,42,7,1968,2,8,1,1,1
2019136A91322,2,19,0,18,0,0,0,12,0,0,1,1,6,1,65,9,1248,2,4,6,1,6
2019136A91523,1,9,0,18,0,1,0,0,0,0,1,1,6,2,41,7,998,1,1,4,2,4
2019136A91523,2,9,0,9,0,1,0,0,0,0,3,1,6,1,67,10,1598,1,12,5,3,5
2019136A91714,1,9,0,18,0,0,1,0,6,6,1,1,2,1,31,6,1596,1,12,3,1,3
2019136AA1793,1,9,0,9,0,8,0,0,0,0,1,1,6,1,27,6,1598,2,6,9,2,9
2019136AB0622,1,9,0,18,0,8,0,4,0,0,1,1,6,1,19,4,1398,1,3,1,1,1
2019136AB0622,2,9,0,9,0,8,0,0,0,0,2,1,6,1,51,8,1956,2,5,1,1,1
2019136AB0622,3,9,0,2,0,2,0,0,0,0,2,1,6,3,-1,-1,2967,2,1,-1,-1,-1
2019136AB1026,1,9,0,18,0,8,0,0,0,0,1,1,6,1,22,5,1598,2,4,1,1,1
2019136AB1026,2,9,0,18,0,8,0,0,0,0,1,1,6,1,25,5,2149,2,12,1,1,1
2019136AB1026,3,19,0,3,0,1,0,0,0,0,1,1,1,1,38,7,1968,2,7,3,1,3
2019136AB1115,1,9,0,18,0,0,0,0,0,0,3,1,2,1,25,5,2143,2,8,5,1,5
2019136AB1788,1,9,0,18,0,8,0,0,0,0,1,1,6,1,28,6,1968,2,5,3,1,3
2019136AB1788,2,9,0,18,0,6,0,0,0,0,4,1,6,1,33,6,1896,2,9,2,1,2
2019136AC0238,1,9,0,9,0,1,0,0,0,0,4,1,2,1,55,8,1956,2,7,1,1,1
2019136AC0238,2,1,0,18,0,1,0,0,0,0,1,1,2,1,18,4,-1,-1,-1,1,1,1
2019136AC0346,1,9,0,9,0,3,0,0,3,11,1,1,6,1,30,6,1399,2,14,4,1,4
2019136AC1505,1,9,0,18,0,0,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019136AC1505,2,9,0,2,0,0,0,0,0,0,3,1,6,1,47,8,1998,2,12,6,1,6
2019136AD0978,1,9,0,18,0,8,0,0,0,0,4,1,6,2,40,7,1329,1,5,1,1,1
2019136AD0978,2,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,1598,2,8,5,1,5
2019136AD1607,1,9,0,18,0,0,0,0,0,0,1,1,6,1,30,6,2894,1,1,1,1,1
2019136AD1607,2,9,0,2,0,0,0,0,0,0,1,1,6,3,-1,-1,1364,1,3,-1,-1,-1
2019136AD1607,3,9,0,18,0,0,0,0,0,0,1,1,6,1,45,7,1348,1,17,4,1,4
2019136AD1905,1,9,0,17,0,0,1,4,7,5,1,1,6,1,26,6,1364,2,7,1,1,1
2019136AD1905,2,9,0,2,0,0,0,0,0,0,2,1,6,2,-1,-1,2268,2,8,-1,-1,-1
2019136AE0724,1,9,0,18,0,8,0,0,0,0,1,1,6,1,32,6,1497,8,15,1,1,1
2019136AE0724,2,9,0,9,0,8,0,0,0,0,3,1,6,1,22,5,1398,1,3,5,1,5
2019136AE0984,1,9,0,14,0,1,0,0,0,0,1,1,6,1,45,7,1968,2,3,3,1,3
2019136AE0984,2,9,0,6,0,1,0,0,0,0,3,1,6,1,37,7,1596,1,12,3,1,3
2019136AG0149,1,9,0,7,0,1,5,0,2,1,1,1,6,1,43,7,1968,2,2,1,1,1
2019136AG0381,1,9,0,18,0,8,0,0,0,0,1,1,6,2,29,6,1149,1,11,-1,-1,-1
2019136AG0416,1,9,0,18,0,6,0,0,0,0,1,1,6,1,27,6,1753,2,12,-1,-1,-1
2019136AG0416,2,9,0,18,0,8,0,0,0,0,3,1,6,2,32,6,1248,2,7,-1,-1,-1
2019136AG1036,1,9,0,9,0,5,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019136AG1547,1,9,0,18,0,1,0,0,0,0,1,1,2,1,37,7,1984,1,2,1,1,1
2019136AG1547,2,8,0,9,0,5,0,0,0,0,1,1,1,1,54,8,1799,7,8,4,1,4
2019136AH0338,1,9,0,9,0,8,0,0,0,0,4,1,6,1,84,11,-1,-1,-1,1,1,1
2019136AH0338,2,1,0,18,0,8,0,0,0,0,1,1,2,1,36,7,-1,-1,-1,3,1,3
2019136AH0697,1,1,0,18,0,0,0,4,0,0,1,1,6,1,19,4,-1,-1,-1,3,1,3
2019136AH0697,2,9,0,2,0,0,0,0,0,0,2,1,6,1,31,6,1997,2,3,-1,-1,-1
2019136AI0197,1,9,0,18,0,8,0,0,0,0,1,1,2,1,38,7,1560,2,12,2,1,2
2019136AI0197,2,1,0,18,0,8,0,0,0,0,4,1,2,1,17,4,-1,-1,-1,1,1,1
2019136AI0293,1,9,0,18,0,0,0,0,0,0,4,1,2,2,33,6,998,1,16,1,1,1
2019136AI0877,1,9,0,18,0,0,0,0,0,0,1,1,6,1,82,11,1298,1,11,5,1,5
2019136AI1181,1,1,0,15,0,0,0,0,0,0,3,1,6,1,43,7,-1,-1,-1,5,1,5
2019136AI1181,2,9,0,3,0,0,0,0,0,0,4,1,6,1,64,9,1586,1,12,2,1,2
2019136AI1181,3,9,0,3,0,0,0,0,0,0,4,1,6,1,48,8,1598,2,8,2,1,2
2019136AI1240,1,9,0,7,0,1,0,0,1,0,1,1,6,1,45,7,2400,2,3,2,3,2
2019136AI1240,2,9,0,7,0,1,0,0,0,11,2,1,6,1,23,5,999,1,4,6,1,6
2019136AI1922,1,9,0,1,0,1,0,0,0,0,3,1,6,2,24,5,1560,2,8,-1,-1,-1
2019136AK0781,1,1,0,18,0,0,0,0,0,0,1,1,6,1,17,4,-1,-1,-1,2,1,2
2019136AK1897,1,9,0,5,0,1,1,0,0,0,2,1,6,1,25,5,1896,2,11,1,1,1
2019136AK1897,2,9,0,3,0,1,0,0,0,0,1,1,6,2,71,10,1198,1,13,1,1,1
2019136AK1897,3,9,0,5,0,2,0,0,0,0,2,1,6,1,23,5,1968,2,3,1,1,1
2019136AK1897,4,9,0,2,0,2,0,0,0,0,1,1,6,2,32,6,1999,2,3,7,1,7
2019136AK1899,1,9,0,18,0,0,0,4,7,11,1,1,6,1,22,5,1984,1,5,2,1,2
2019136AK1899,2,9,0,2,0,0,0,0,1,2,2,1,6,1,48,8,1398,1,4,-1,-1,-1
2019136AK1899,3,9,0,18,0,0,0,0,0,0,0,1,1,1,46,8,1995,2,3,1,1,1
2019136AL1098,1,9,0,18,0,0,0,0,0,0,4,1,6,2,74,10,1395,1,6,5,1,5
2019136AL1137,1,9,0,18,0,8,0,0,0,0,1,1,6,2,47,8,1242,1,6,1,1,1
2019136AL1137,2,9,0,2,0,8,0,0,0,0,2,1,6,2,22,5,1598,2,9,8,2,8
2019136AL1945,1,9,0,9,0,6,0,0,0,0,3,1,6,1,19,4,998,1,12,4,-1,4
2019136AL1945,2,8,0,18,0,8,0,0,0,0,1,1,1,1,47,8,1968,2,8,3,1,3
2019136AM0272,1,9,0,9,0,6,0,0,0,0,1,1,3,2,34,6,998,1,13,1,1,1
2019136AM0272,2,9,0,18,0,8,0,0,0,0,3,1,2,1,29,6,1984,1,13,5,1,5
2019136AM1251,1,11,0,18,2,0,0,0,0,0,1,1,1,1,39,7,7300,2,15,4,1,4
2019136AM1683,1,9,0,18,0,0,0,0,1,0,4,1,6,3,-1,-1,1587,1,17,-1,-1,-1
2019136AN0293,1,9,0,18,0,0,0,0,0,0,4,1,1,1,19,4,1398,1,3,5,1,5
2019136AN0423,1,9,0,5,0,0,0,0,0,0,1,1,6,1,77,11,998,1,9,4,2,4
2019136AN0848,1,9,0,18,0,1,0,0,0,0,4,1,6,2,28,6,1984,1,5,6,1,6
2019136AN1064,1,9,0,7,0,1,0,0,0,0,3,1,6,2,39,7,1968,2,8,4,1,4
2019136AN1064,2,9,0,18,0,1,0,0,0,0,4,1,3,1,50,8,1240,1,14,2,1,2
2019136AO0043,1,90,0,18,0,8,0,0,0,0,1,1,1,1,24,5,-1,-1,-1,1,1,1
2019136AO0043,2,8,0,18,0,8,2,10,7,0,4,1,6,1,59,9,1997,2,8,2,1,2
2019136AO1233,1,9,0,18,0,1,0,0,0,0,1,1,6,2,25,5,1390,1,8,1,1,1
2019136AO1233,2,9,0,18,0,1,0,0,0,0,1,1,6,2,46,8,1198,1,5,1,1,1
2019136AP1284,1,8,0,18,0,8,0,0,0,0,4,1,1,1,58,9,1560,2,8,4,1,4
2019136AP1284,2,8,0,18,0,8,0,0,0,0,1,1,1,1,32,6,-1,-1,-1,2,1,2
2019136AP1305,1,9,0,18,0,1,0,0,0,0,1,1,6,2,76,11,1299,1,12,2,2,2
2019136AP1305,2,9,0,2,0,1,0,0,0,0,2,1,6,2,-1,-1,1198,1,8,-1,-1,-1
2019136AP1315,1,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,1499,2,3,-1,-1,-1
2019136AP1315,2,8,0,18,0,0,0,0,0,0,1,1,2,1,-1,-1,1797,8,6,-1,-1,-1
2019136AP1539,1,9,0,9,0,5,0,0,0,0,3,1,6,1,55,8,1332,1,20,1,1,1
2019136AP1539,2,3,0,18,0,8,0,0,0,0,1,1,6,1,53,8,124,1,8,5,1,5
2019136AP1539,3,9,0,3,0,6,0,0,0,0,1,1,6,1,23,5,999,1,2,2,1,2
2019136AP1685,1,9,0,18,0,0,1,4,1,11,1,1,6,1,26,6,-1,-1,-1,4,2,4
2019136AP1685,2,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,-1,1248,2,8,-1,-1,-1
2019136AR1165,1,9,0,18,0,1,0,0,0,0,1,1,6,1,31,6,1596,1,13,3,1,3
2019136AR1165,2,9,0,4,0,1,0,0,0,0,2,1,6,2,52,8,1956,2,7,9,1,9
2019136AR1165,3,9,0,10,0,1,0,0,0,0,0,1,6,2,51,8,1685,2,4,3,1,3
2019136AS0349,1,9,0,18,0,8,0,0,0,0,3,1,6,2,23,5,1242,1,7,1,1,1
2019136AS0349,2,9,0,18,0,8,0,0,0,0,4,1,6,1,69,10,998,1,4,6,2,6
2019136AS1438,1,9,0,12,0,0,0,0,0,0,0,1,6,1,30,6,1248,2,5,6,1,6
2019136AS1438,2,3,0,18,0,0,1,0,0,0,0,1,1,1,34,6,125,1,14,3,-1,3
2019136AT0204,1,9,0,3,0,1,0,0,0,0,2,1,6,2,25,5,998,1,14,1,1,1
2019136AT0204,2,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,1498,1,-1,-1,-1,-1
2019136AT0867,1,9,0,9,0,8,0,0,0,0,1,1,6,2,39,7,1968,2,12,3,1,3
2019136AT0867,2,19,0,9,0,8,0,0,0,0,1,1,1,2,50,8,-1,-1,-1,2,1,2
2019136AT1088,1,11,0,5,8,0,0,0,1,1,1,1,1,1,64,9,7300,2,10,1,1,1
2019136AT1088,2,9,0,3,0,0,0,0,0,0,4,1,6,2,48,8,1198,1,2,10,1,10
2019136AT1192,1,9,0,1,0,0,0,0,0,0,2,1,6,1,31,6,-1,-1,-1,-1,-1,-1
2019136AU0773,1,9,0,3,0,1,0,0,0,0,1,1,6,1,25,5,1598,2,7,8,1,8
2019136AU0773,2,9,0,3,0,1,0,0,0,0,1,1,6,1,27,6,1968,2,3,7,1,7
2019136AU0773,3,9,0,3,0,1,0,0,0,0,2,1,6,2,37,7,2143,2,2,-1,-1,-1
2019136AU0937,1,1,0,18,0,1,5,0,0,0,1,1,6,1,21,5,-1,-1,-1,1,1,1
2019136AU0937,2,9,0,4,0,1,0,0,0,0,4,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019136AV0180,1,9,0,9,0,6,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019136AV0180,2,1,0,18,0,8,0,0,0,0,1,1,1,1,38,7,-1,-1,-1,1,1,1
2019136AV0253,1,9,0,18,0,0,0,0,0,0,2,1,6,1,24,5,1197,1,2,8,1,8
2019136AV0253,2,9,0,18,0,0,0,0,0,0,1,1,6,1,52,8,-1,-1,-1,5,1,5
2019136AV1212,1,9,0,18,0,2,0,0,0,0,1,1,6,2,89,11,1299,1,16,3,1,3
2019136AV2520,1,9,0,18,0,0,2,0,8,11,1,1,6,1,25,5,1968,2,11,3,1,3
2019136AV2520,2,9,0,18,0,0,1,0,0,0,2,1,6,3,-1,-1,1364,1,12,-1,-1,-1
2019136B10843,1,9,0,7,0,2,0,0,0,0,3,1,6,1,26,6,1364,2,5,4,1,4
2019136B10843,2,9,0,18,0,2,0,0,7,0,1,1,6,1,28,6,1910,2,12,2,1,2
2019136B11441,1,9,0,5,9,6,0,0,0,0,0,1,6,1,60,9,1596,1,7,1,1,1
2019136B11924,1,9,0,18,0,0,0,0,0,0,1,1,6,2,29,6,1364,2,10,7,1,7
2019136B11924,2,9,0,18,0,0,0,0,0,0,2,1,6,1,27,6,1995,2,13,1,1,1
2019136B20732,1,9,0,18,0,0,0,0,0,0,1,1,6,1,25,5,1984,1,1,1,1,1
2019136B20732,2,1,0,18,0,0,0,0,0,0,1,1,6,1,11,3,-1,-1,-1,6,3,6
2019136B21411,1,9,0,18,0,0,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019136B21411,2,3,0,18,0,0,0,0,0,0,4,1,2,1,54,8,108,1,5,6,1,6
2019136B31450,1,9,0,9,0,5,0,0,0,0,3,1,6,2,48,8,998,1,20,2,1,2
2019136B31582,1,9,0,18,0,0,0,0,0,0,1,1,6,1,66,10,1582,2,8,1,1,1
2019136B31582,2,9,0,18,0,0,0,0,0,0,2,1,6,1,59,9,1560,2,5,1,1,1
